"Sport","Game_Type","Entry_Key","Entry","Contest_Key","Contest_Date_EST","Place","Points","Winnings_Non_Ticket","Winnings_Ticket","Contest_Entries","Entry_Fee","Prize_Pool","Places_Paid"
"MLB","Showdown Captain Mode",5200941114,"MLB Showdown Satellite to NFL 9-13 $5 Fantasy Football Millionaire (MIL @ SF)",192784479,"2026-07-27 21:45:00",46,17.1,"$0.00","$0.00",59,"$0.10","$5.00",1
"MLB","Classic",5200940681,"MLB Satellite to NFL 9-13 $5 Fantasy Football Millionaire (Night)",192842358,"2026-07-27 21:38:00",21,46.6,"$0.00","$0.00",23,"$0.25","$5.00",1
"MLB","Classic",5200945161,"MLB Satellite to NFL 9-13 $5 Fantasy Football Millionaire (Night)",192853093,"2026-07-27 21:38:00",7,73.9,"$0.00","$0.00",23,"$0.25","$5.00",1
"MLB","Classic",5200940760,"MLB Satellite to NFL 9-13 $5 Fantasy Football Millionaire (Night)",192853339,"2026-07-27 21:38:00",9,75,"$0.00","$0.00",23,"$0.25","$5.00",1
"MLB","Classic",5200940930,"MLB Satellite to NFL 9-13 $5 Fantasy Football Millionaire (Night)",192784672,"2026-07-27 21:38:00",19,79.6,"$0.00","$0.00",59,"$0.10","$5.00",1
"MLB","Classic",5200940938,"MLB Satellite to NFL 9-13 $5 Fantasy Football Millionaire (Night)",192784673,"2026-07-27 21:38:00",17,84.9,"$0.00","$0.00",59,"$0.10","$5.00",1
"MLB","Classic",5200945713,"MLB Satellite to NFL 9-13 $5 Fantasy Football Millionaire (Night)",192784674,"2026-07-27 21:38:00",57,40.9,"$0.00","$0.00",59,"$0.10","$5.00",1
"MLB","Classic",5200941023,"MLB Satellite to NFL Best Ball $25 Millionaire (Night) (2/3)",192784653,"2026-07-27 21:38:00",2,109.9,"$0.00","$0.00",118,"$0.25","$25.00",1
"MLB","Classic",5200941022,"MLB Satellite to NFL Best Ball $25 Millionaire (Night) (1/3)",192784653,"2026-07-27 21:38:00",18,84.9,"$0.00","$0.00",118,"$0.25","$25.00",1
"MLB","Classic",5200945040,"MLB Satellite to NFL Best Ball $25 Millionaire (Night) (3/3)",192784653,"2026-07-27 21:38:00",41,75,"$0.00","$0.00",118,"$0.25","$25.00",1
"MLB","Showdown Captain Mode",5200844045,"MLB Showdown Satellite to NFL 9-13 $5 Fantasy Football Millionaire (ATL @ NYM)",192784462,"2026-07-27 19:10:00",8,113.83,"$0.00","$0.00",50,"$0.10","$5.00",1
"MLB","Showdown Captain Mode",5200844006,"MLB Showdown Satellite to NFL 9-13 $5 Fantasy Football Millionaire (ATL @ NYM)",192847630,"2026-07-27 19:10:00",9,89.93,"$0.00","$0.00",23,"$0.25","$5.00",1
"MLB","Classic",5200843388,"MLB Satellite to NFL 9-13 $5 Fantasy Football Millionaire (Turbo)",192843598,"2026-07-27 18:40:00",43,51.05,"$0.00","$0.00",59,"$0.10","$5.00",1
"MLB","Classic",5200843588,"MLB Satellite to NFL 9-13 $5 Fantasy Football Millionaire (Turbo)",192844883,"2026-07-27 18:40:00",17,51.05,"$0.00","$0.00",23,"$0.25","$5.00",1
"MLB","Showdown Captain Mode",5200102614,"MLB Showdown Satellite to NFL 9-13 $5 Fantasy Football Millionaire (NYY @ PHI)",192805009,"2026-07-26 19:20:00",38,56.1,"$0.00","$0.00",59,"$0.10","$5.00",1
"MLB","Showdown Captain Mode",5200102436,"MLB Showdown Satellite to NFL 9-13 $5 Fantasy Football Millionaire (NYY @ PHI)",192805010,"2026-07-26 19:20:00",45,54.02,"$0.00","$0.00",59,"$0.10","$5.00",1
"MLB","Showdown Captain Mode",5200109253,"MLB Showdown Satellite to NFL 9-13 $5 Fantasy Football Millionaire (NYY @ PHI)",192805849,"2026-07-26 19:20:00",6,77.6,"$0.00","$0.00",23,"$0.25","$5.00",1
"MLB","Showdown Captain Mode",5200109315,"MLB Showdown Satellite to NFL 9-13 $5 Fantasy Football Millionaire (NYY @ PHI)",192805937,"2026-07-26 19:20:00",9,72.6,"$0.00","$0.00",23,"$0.25","$5.00",1
"MLB","Showdown Captain Mode",5200109239,"MLB Showdown Satellite to NFL 9-13 $5 Fantasy Football Millionaire (NYY @ PHI)",192806026,"2026-07-26 19:20:00",4,77.1,"$0.00","$0.00",23,"$0.25","$5.00",1
"MLB","Showdown Captain Mode",5200102607,"MLB Showdown Satellite to NFL 9-13 $5 Fantasy Football Millionaire (NYY @ PHI)",192804425,"2026-07-26 19:20:00",44,55.95,"$0.00","$0.00",59,"$0.10","$5.00",1
"MLB","Showdown Captain Mode",5200113257,"MLB Showdown Satellite to NFL Best Ball $25 Millionaire (NYY @ PHI) (2/3)",192736459,"2026-07-26 19:20:00",35,78.15,"$0.00","$0.00",118,"$0.25","$25.00",1
"MLB","Showdown Captain Mode",5200113258,"MLB Showdown Satellite to NFL Best Ball $25 Millionaire (NYY @ PHI) (3/3)",192736459,"2026-07-26 19:20:00",66,66.15,"$0.00","$0.00",118,"$0.25","$25.00",1
"MLB","Showdown Captain Mode",5200113247,"MLB Showdown Satellite to NFL Best Ball $25 Millionaire (NYY @ PHI) (1/3)",192736459,"2026-07-26 19:20:00",96,54.15,"$0.00","$0.00",118,"$0.25","$25.00",1
"GOLF","Captain Mode Showdown",5199341909,"PGA TOUR Showdown Satellite to NFL Best Ball $25 Millionaire (Late Round 4 TOUR) (2/3)",192759581,"2026-07-26 12:15:00",14,376.53,"$0.00","$0.00",118,"$0.25","$25.00",1
"GOLF","Captain Mode Showdown",5199332041,"PGA TOUR Showdown Satellite to NFL Best Ball $25 Millionaire (Late Round 4 TOUR) (1/3)",192759581,"2026-07-26 12:15:00",92,325.93,"$0.00","$0.00",118,"$0.25","$25.00",1
"GOLF","Captain Mode Showdown",5199341910,"PGA TOUR Showdown Satellite to NFL Best Ball $25 Millionaire (Late Round 4 TOUR) (3/3)",192759581,"2026-07-26 12:15:00",107,309.78,"$0.00","$0.00",118,"$0.25","$25.00",1
"GOLF","Showdown",5199304745,"PGA TOUR Showdown Satellite to NFL Best Ball $25 Millionaire (Round 4 TOUR) (1/3)",192768948,"2026-07-26 08:05:00",8,331.95,"$0.00","$0.00",118,"$0.25","$25.00",1
"GOLF","Showdown",5199305733,"PGA TOUR Showdown Satellite to NFL Best Ball $25 Millionaire (Round 4 TOUR) (3/3)",192768948,"2026-07-26 08:05:00",35,304.7,"$0.00","$0.00",118,"$0.25","$25.00",1
"GOLF","Showdown",5199305732,"PGA TOUR Showdown Satellite to NFL Best Ball $25 Millionaire (Round 4 TOUR) (2/3)",192768948,"2026-07-26 08:05:00",68,284.2,"$0.00","$0.00",118,"$0.25","$25.00",1
"MLB","Classic",5198984721,"MLB Satellite to NFL 9-13 $5 Fantasy Football Millionaire",192753671,"2026-07-25 18:05:00",3,100.65,"$0.00","$0.00",23,"$0.25","$5.00",1
"MLB","Classic",5198976223,"MLB Satellite to NFL 9-13 $5 Fantasy Football Millionaire",192748828,"2026-07-25 18:05:00",19,90.25,"$0.00","$0.00",59,"$0.10","$5.00",1
"MLB","Classic",5198984482,"MLB Satellite to NFL 9-13 $5 Fantasy Football Millionaire",192746313,"2026-07-25 18:05:00",5,104.6,"$0.00","$0.00",59,"$0.10","$5.00",1
"MLB","Classic",5198984473,"MLB Satellite to NFL 9-13 $5 Fantasy Football Millionaire",192747269,"2026-07-25 18:05:00",50,64.15,"$0.00","$0.00",59,"$0.10","$5.00",1
"MLB","Classic",5198976234,"MLB Satellite to NFL 9-13 $5 Fantasy Football Millionaire",192747982,"2026-07-25 18:05:00",3,108.65,"$0.00","$0.00",59,"$0.10","$5.00",1
"MLB","Classic",5198984519,"MLB SUPERSatellite to NFL 9-13 $5 Fantasy Football Millionaire [2x] (1/3)",192744091,"2026-07-25 18:05:00",81,66.5,"$0.00","$0.00",118,"$0.10","$10.00",2
"MLB","Classic",5198984529,"MLB SUPERSatellite to NFL 9-13 $5 Fantasy Football Millionaire [2x] (2/3)",192744091,"2026-07-25 18:05:00",86,65.1,"$0.00","$0.00",118,"$0.10","$10.00",2
"MLB","Classic",5198984692,"MLB SUPERSatellite to NFL 9-13 $5 Fantasy Football Millionaire [2x] (3/3)",192744091,"2026-07-25 18:05:00",98,59.85,"$0.00","$0.00",118,"$0.10","$10.00",2
"MLB","Classic",5198984740,"MLB Satellite to NFL Best Ball $25 Millionaire (3/3)",192707612,"2026-07-25 18:05:00",32,92.15,"$0.00","$0.00",118,"$0.25","$25.00",1
"MLB","Classic",5198976677,"MLB Satellite to NFL Best Ball $25 Millionaire (1/3)",192707612,"2026-07-25 18:05:00",39,87.2,"$0.00","$0.00",118,"$0.25","$25.00",1
"MLB","Classic",5198976678,"MLB Satellite to NFL Best Ball $25 Millionaire (2/3)",192707612,"2026-07-25 18:05:00",87,64.7,"$0.00","$0.00",118,"$0.25","$25.00",1
"MLB","Showdown Captain Mode",5199037411,"MLB Showdown Satellite to NFL 9-13 $5 Fantasy Football Millionaire (LAD @ NYM)",192708096,"2026-07-25 19:15:00",23,30,"$0.00","$0.00",23,"$0.25","$5.00",1
"MLB","Showdown Captain Mode",5199037380,"MLB Showdown Satellite to NFL 9-13 $5 Fantasy Football Millionaire (LAD @ NYM)",192708097,"2026-07-25 19:15:00",54,28,"$0.00","$0.00",59,"$0.10","$5.00",1
"MLB","Showdown Captain Mode",5199030072,"MLB Showdown Satellite to NFL 9-13 $5 Fantasy Football Millionaire (NYY @ PHI)",192708079,"2026-07-25 18:05:00",20,27,"$0.00","$0.00",23,"$0.25","$5.00",1
"MLB","Showdown Captain Mode",5199021672,"MLB Showdown Satellite to NFL 9-13 $5 Fantasy Football Millionaire (NYY @ PHI)",192708080,"2026-07-25 18:05:00",26,32.5,"$0.00","$0.00",37,"$0.10","$5.00",1
"MLB","Showdown Captain Mode",5198846965,"MLB Showdown Satellite to NFL 9-13 $5 Fantasy Football Millionaire (TOR @ BOS)",192708062,"2026-07-25 16:10:00",19,28,"$0.00","$0.00",23,"$0.25","$5.00",1
"MLB","Showdown Captain Mode",5198840257,"MLB Showdown Satellite to NFL 9-13 $5 Fantasy Football Millionaire (TOR @ BOS)",192708063,"2026-07-25 16:10:00",35,37.25,"$0.00","$0.00",45,"$0.10","$5.00",1
"MLB","Classic",5198776656,"MLB Satellite to NFL 9-13 $5 Fantasy Football Millionaire (Early)",192738861,"2026-07-25 16:05:00",11,100.05,"$0.00","$0.00",23,"$0.25","$5.00",1
"MLB","Classic",5198776648,"MLB Satellite to NFL 9-13 $5 Fantasy Football Millionaire (Early)",192740560,"2026-07-25 16:05:00",23,33.6,"$0.00","$0.00",23,"$0.25","$5.00",1
"MLB","Classic",5198776850,"MLB Satellite to NFL 9-13 $5 Fantasy Football Millionaire (Early)",192741308,"2026-07-25 16:05:00",4,110.9,"$0.00","$0.00",23,"$0.25","$5.00",1
"MLB","Classic",5198777129,"MLB Satellite to NFL Best Ball $25 Millionaire (Early) (1/3)",192707481,"2026-07-25 16:05:00",14,133.55,"$0.00","$0.00",112,"$0.25","$25.00",1
"MLB","Classic",5198783314,"MLB Satellite to NFL Best Ball $25 Millionaire (Early) (3/3)",192707481,"2026-07-25 16:05:00",59,99.2,"$0.00","$0.00",112,"$0.25","$25.00",1
"MLB","Classic",5198783313,"MLB Satellite to NFL Best Ball $25 Millionaire (Early) (2/3)",192707481,"2026-07-25 16:05:00",99,67.75,"$0.00","$0.00",112,"$0.25","$25.00",1
"MLB","Classic",5198776184,"MLB Satellite to NFL 9-13 $5 Fantasy Football Millionaire (Early)",192707519,"2026-07-25 16:05:00",44,78,"$0.00","$0.00",59,"$0.10","$5.00",1
"MLB","Classic",5198776014,"MLB Satellite to NFL 9-13 $5 Fantasy Football Millionaire (Early)",192707521,"2026-07-25 16:05:00",43,76.05,"$0.00","$0.00",59,"$0.10","$5.00",1
"MLB","Classic",5198771793,"MLB Satellite to NFL 9-13 $5 Fantasy Football Millionaire (Early)",192707522,"2026-07-25 16:05:00",58,49.45,"$0.00","$0.00",59,"$0.10","$5.00",1
"MLB","Classic",5198772040,"MLB SUPERSatellite to NFL 9-13 $5 Fantasy Football Millionaire [2x] (Early) (3/3)",192707523,"2026-07-25 16:05:00",74,96.75,"$0.00","$0.00",118,"$0.10","$10.00",2
"MLB","Classic",5198772014,"MLB SUPERSatellite to NFL 9-13 $5 Fantasy Football Millionaire [2x] (Early) (1/3)",192707523,"2026-07-25 16:05:00",107,61.95,"$0.00","$0.00",118,"$0.10","$10.00",2
"MLB","Classic",5198772039,"MLB SUPERSatellite to NFL 9-13 $5 Fantasy Football Millionaire [2x] (Early) (2/3)",192707523,"2026-07-25 16:05:00",109,59.55,"$0.00","$0.00",118,"$0.10","$10.00",2
"MLB","Classic",5198771993,"MLB Satellite to NFL 9-13 $5 Fantasy Football Millionaire (Early)",192707520,"2026-07-25 16:05:00",52,71.5,"$0.00","$0.00",59,"$0.10","$5.00",1
"MLB","Showdown Captain Mode",5198777507,"MLB Showdown Satellite to NFL 9-13 $5 Fantasy Football Millionaire (KC @ DET)",192743019,"2026-07-25 13:10:00",10,57.5,"$0.00","$0.00",23,"$0.25","$5.00",1
"MLB","Showdown Captain Mode",5198783613,"MLB Showdown Satellite to NFL 9-13 $5 Fantasy Football Millionaire (KC @ DET)",192708046,"2026-07-25 13:10:00",40,46.55,"$0.00","$0.00",59,"$0.10","$5.00",1
"GOLF","Captain Mode Showdown",5198649833,"PGA TOUR Showdown Satellite to NFL Best Ball $25 Millionaire (Late Round 3 TOUR) (2/3)",192720772,"2026-07-25 12:10:00",13,386.35,"$0.00","$0.00",117,"$0.25","$25.00",1
"GOLF","Captain Mode Showdown",5198649834,"PGA TOUR Showdown Satellite to NFL Best Ball $25 Millionaire (Late Round 3 TOUR) (3/3)",192720772,"2026-07-25 12:10:00",65,343.93,"$0.00","$0.00",117,"$0.25","$25.00",1
"GOLF","Captain Mode Showdown",5198649618,"PGA TOUR Showdown Satellite to NFL Best Ball $25 Millionaire (Late Round 3 TOUR) (1/3)",192720772,"2026-07-25 12:10:00",105,308.58,"$0.00","$0.00",117,"$0.25","$25.00",1
"GOLF","Showdown",5198404982,"PGA TOUR Showdown Satellite to NFL Best Ball $25 Millionaire (Round 3 TOUR) (3/3)",192694243,"2026-07-25 08:00:00",86,278.7,"$0.00","$0.00",118,"$0.25","$25.00",1
"GOLF","Showdown",5198398083,"PGA TOUR Showdown Satellite to NFL Best Ball $25 Millionaire (Round 3 TOUR) (2/3)",192694243,"2026-07-25 08:00:00",105,259.25,"$0.00","$0.00",118,"$0.25","$25.00",1
"GOLF","Showdown",5198398082,"PGA TOUR Showdown Satellite to NFL Best Ball $25 Millionaire (Round 3 TOUR) (1/3)",192694243,"2026-07-25 08:00:00",114,232.75,"$0.00","$0.00",118,"$0.25","$25.00",1
"MLB","Showdown Captain Mode",5198131077,"MLB Showdown Satellite to NFL 9-13 $5 Fantasy Football Millionaire (LAA @ SF)",192667455,"2026-07-24 22:15:00",3,86.5,"$0.00","$0.00",23,"$0.25","$5.00",1
"MLB","Showdown Captain Mode",5198134924,"MLB Showdown Satellite to NFL 9-13 $5 Fantasy Football Millionaire (LAA @ SF)",192667456,"2026-07-24 22:15:00",34,56,"$0.00","$0.00",59,"$0.10","$5.00",1
"MLB","Classic",5198099752,"MLB Satellite to NFL 9-13 $5 Fantasy Football Millionaire (Night)",192667458,"2026-07-24 20:05:00",9,89.55,"$0.00","$0.00",59,"$0.10","$5.00",1
"MLB","Classic",5198086602,"MLB Satellite to NFL Best Ball $25 Millionaire (1/3)",192705822,"2026-07-24 19:05:00",13,108.95,"$0.00","$0.00",118,"$0.25","$25.00",1
"MLB","Classic",5198091947,"MLB Satellite to NFL Best Ball $25 Millionaire (2/3)",192705822,"2026-07-24 19:05:00",16,103.9,"$0.00","$0.00",118,"$0.25","$25.00",1
"MLB","Classic",5198091948,"MLB Satellite to NFL Best Ball $25 Millionaire (3/3)",192705822,"2026-07-24 19:05:00",37,91.25,"$0.00","$0.00",118,"$0.25","$25.00",1
"MLB","Classic",5198086561,"MLB Satellite to NFL 9-13 $5 Fantasy Football Millionaire",192701222,"2026-07-24 19:05:00",16,94.25,"$0.00","$0.00",59,"$0.10","$5.00",1
"MLB","Classic",5198078926,"MLB Satellite to NFL 9-13 $5 Fantasy Football Millionaire",192701224,"2026-07-24 19:05:00",4,103.55,"$0.00","$0.00",59,"$0.10","$5.00",1
"MLB","Classic",5198086523,"MLB Satellite to NFL 9-13 $5 Fantasy Football Millionaire",192701225,"2026-07-24 19:05:00",21,89.2,"$0.00","$0.00",59,"$0.10","$5.00",1
"MLB","Showdown Captain Mode",5198086213,"MLB Showdown Satellite to NFL 9-13 $5 Fantasy Football Millionaire (LAD @ NYM)",192667460,"2026-07-24 19:10:00",23,65.75,"$0.00","$0.00",49,"$0.10","$5.00",1
"MLB","Classic",5197917954,"MLB Satellite to NFL 9-13 $5 Fantasy Football Millionaire (Turbo)",192667464,"2026-07-24 18:40:00",57,57.35,"$0.00","$0.00",59,"$0.10","$5.00",1
"GOLF","Showdown",5197757770,"PGA TOUR Showdown Satellite to NFL Best Ball $25 Millionaire (Late Round 2 TOUR) (3/3)",192664546,"2026-07-24 13:00:00",16,243.6,"$0.00","$0.00",118,"$0.25","$25.00",1
"GOLF","Showdown",5197757749,"PGA TOUR Showdown Satellite to NFL Best Ball $25 Millionaire (Late Round 2 TOUR) (1/3)",192664546,"2026-07-24 13:00:00",70,215.7,"$0.00","$0.00",118,"$0.25","$25.00",1
"GOLF","Showdown",5197757769,"PGA TOUR Showdown Satellite to NFL Best Ball $25 Millionaire (Late Round 2 TOUR) (2/3)",192664546,"2026-07-24 13:00:00",115,168.35,"$0.00","$0.00",118,"$0.25","$25.00",1
"GOLF","Showdown",5197458974,"PGA TOUR Showdown Satellite to NFL Best Ball $25 Millionaire (Round 2 TOUR) (2/3)",192679897,"2026-07-24 07:45:00",1,322.35,"$0.00","$25.00",118,"$0.25","$25.00",1
"GOLF","Showdown",5197458975,"PGA TOUR Showdown Satellite to NFL Best Ball $25 Millionaire (Round 2 TOUR) (3/3)",192679897,"2026-07-24 07:45:00",2,314.05,"$0.00","$0.00",118,"$0.25","$25.00",1
"GOLF","Showdown",5197458795,"PGA TOUR Showdown Satellite to NFL Best Ball $25 Millionaire (Round 2 TOUR) (1/3)",192679897,"2026-07-24 07:45:00",112,183.8,"$0.00","$0.00",118,"$0.25","$25.00",1
"MLB","Showdown Captain Mode",5197213354,"MLB Showdown SUPERSatellite to NFL 9-13 $5 Fantasy Football Millionaire [2x] (KC @ DET) (3/3)",192652559,"2026-07-23 18:40:00",16,61.1,"$0.00","$0.00",118,"$0.10","$10.00",2
"MLB","Showdown Captain Mode",5197209558,"MLB Showdown SUPERSatellite to NFL 9-13 $5 Fantasy Football Millionaire [2x] (KC @ DET) (1/3)",192652559,"2026-07-23 18:40:00",83,37.78,"$0.00","$0.00",118,"$0.10","$10.00",2
"MLB","Showdown Captain Mode",5197209559,"MLB Showdown SUPERSatellite to NFL 9-13 $5 Fantasy Football Millionaire [2x] (KC @ DET) (2/3)",192652559,"2026-07-23 18:40:00",99,32.1,"$0.00","$0.00",118,"$0.10","$10.00",2
"MLB","Showdown Captain Mode",5197209449,"MLB Showdown SUPERSatellite to NFL 9-13 $5 Fantasy Football Millionaire [5x] (KC @ DET) (3/3)",192652560,"2026-07-23 18:40:00",26,56.85,"$0.00","$0.00",118,"$0.25","$25.00",5
"MLB","Showdown Captain Mode",5197209448,"MLB Showdown SUPERSatellite to NFL 9-13 $5 Fantasy Football Millionaire [5x] (KC @ DET) (2/3)",192652560,"2026-07-23 18:40:00",40,51.35,"$0.00","$0.00",118,"$0.25","$25.00",5
"MLB","Showdown Captain Mode",5197209240,"MLB Showdown SUPERSatellite to NFL 9-13 $5 Fantasy Football Millionaire [5x] (KC @ DET) (1/3)",192652560,"2026-07-23 18:40:00",105,31.85,"$0.00","$0.00",118,"$0.25","$25.00",5
"MLB","Showdown Captain Mode",5197209248,"MLB Showdown SUPERSatellite to NFL 9-13 $5 Fantasy Football Millionaire [5x] (KC @ DET)",192652561,"2026-07-23 18:40:00",2,65.1,"$0.00","$5.00",29,"$1.00","$25.00",5
"MLB","Classic",5197212618,"MLB Satellite to NFL Best Ball $25 Millionaire (Night) (1/8)",192623314,"2026-07-23 17:15:00",26,100.1,"$0.00","$0.00",297,"$0.10","$25.00",1
"MLB","Classic",5197212796,"MLB Satellite to NFL Best Ball $25 Millionaire (Night) (6/8)",192623314,"2026-07-23 17:15:00",100,82.35,"$0.00","$0.00",297,"$0.10","$25.00",1
"MLB","Classic",5197212798,"MLB Satellite to NFL Best Ball $25 Millionaire (Night) (8/8)",192623314,"2026-07-23 17:15:00",107,81.1,"$0.00","$0.00",297,"$0.10","$25.00",1
"MLB","Classic",5197212793,"MLB Satellite to NFL Best Ball $25 Millionaire (Night) (3/8)",192623314,"2026-07-23 17:15:00",110,80.95,"$0.00","$0.00",297,"$0.10","$25.00",1
"MLB","Classic",5197212795,"MLB Satellite to NFL Best Ball $25 Millionaire (Night) (5/8)",192623314,"2026-07-23 17:15:00",161,76.5,"$0.00","$0.00",297,"$0.10","$25.00",1
"MLB","Classic",5197212794,"MLB Satellite to NFL Best Ball $25 Millionaire (Night) (4/8)",192623314,"2026-07-23 17:15:00",250,65.1,"$0.00","$0.00",297,"$0.10","$25.00",1
"MLB","Classic",5197212797,"MLB Satellite to NFL Best Ball $25 Millionaire (Night) (7/8)",192623314,"2026-07-23 17:15:00",273,60.35,"$0.00","$0.00",297,"$0.10","$25.00",1
"MLB","Classic",5197212792,"MLB Satellite to NFL Best Ball $25 Millionaire (Night) (2/8)",192623314,"2026-07-23 17:15:00",282,55.95,"$0.00","$0.00",297,"$0.10","$25.00",1
"MLB","Classic",5197208859,"MLB Satellite to NFL Best Ball $25 Millionaire (Night) (1/3)",192623315,"2026-07-23 17:15:00",10,100.1,"$0.00","$0.00",118,"$0.25","$25.00",1
"MLB","Classic",5197208888,"MLB Satellite to NFL Best Ball $25 Millionaire (Night) (3/3)",192623315,"2026-07-23 17:15:00",44,82.35,"$0.00","$0.00",118,"$0.25","$25.00",1
"MLB","Classic",5197208887,"MLB Satellite to NFL Best Ball $25 Millionaire (Night) (2/3)",192623315,"2026-07-23 17:15:00",67,76.5,"$0.00","$0.00",118,"$0.25","$25.00",1
"MLB","Classic",5197025730,"MLB Satellite to NFL Best Ball $25 Millionaire (2/8)",192623255,"2026-07-23 12:15:00",6,140.3,"$0.00","$0.00",297,"$0.10","$25.00",1
"MLB","Classic",5197025732,"MLB Satellite to NFL Best Ball $25 Millionaire (4/8)",192623255,"2026-07-23 12:15:00",103,110.85,"$0.00","$0.00",297,"$0.10","$25.00",1
"MLB","Classic",5197025731,"MLB Satellite to NFL Best Ball $25 Millionaire (3/8)",192623255,"2026-07-23 12:15:00",159,103.05,"$0.00","$0.00",297,"$0.10","$25.00",1
"MLB","Classic",5197025733,"MLB Satellite to NFL Best Ball $25 Millionaire (5/8)",192623255,"2026-07-23 12:15:00",165,100.7,"$0.00","$0.00",297,"$0.10","$25.00",1
"MLB","Classic",5197025734,"MLB Satellite to NFL Best Ball $25 Millionaire (6/8)",192623255,"2026-07-23 12:15:00",242,86.85,"$0.00","$0.00",297,"$0.10","$25.00",1
"MLB","Classic",5197033432,"MLB Satellite to NFL Best Ball $25 Millionaire (8/8)",192623255,"2026-07-23 12:15:00",285,62.55,"$0.00","$0.00",297,"$0.10","$25.00",1
"MLB","Classic",5197025729,"MLB Satellite to NFL Best Ball $25 Millionaire (1/8)",192623255,"2026-07-23 12:15:00",286,58.75,"$0.00","$0.00",297,"$0.10","$25.00",1
"MLB","Classic",5197025735,"MLB Satellite to NFL Best Ball $25 Millionaire (7/8)",192623255,"2026-07-23 12:15:00",288,55.3,"$0.00","$0.00",297,"$0.10","$25.00",1
"MLB","Classic",5197025534,"MLB Satellite to NFL Best Ball $25 Millionaire (3/3)",192623256,"2026-07-23 12:15:00",76,95.25,"$0.00","$0.00",118,"$0.25","$25.00",1
"MLB","Classic",5197025530,"MLB Satellite to NFL Best Ball $25 Millionaire (1/3)",192623256,"2026-07-23 12:15:00",107,76.4,"$0.00","$0.00",118,"$0.25","$25.00",1
"MLB","Classic",5197025533,"MLB Satellite to NFL Best Ball $25 Millionaire (2/3)",192623256,"2026-07-23 12:15:00",114,53.55,"$0.00","$0.00",118,"$0.25","$25.00",1
"GOLF","Showdown",5197025630,"PGA TOUR Showdown Satellite to NFL Best Ball $25 Millionaire (Late Round 1 TOUR) (2/3)",192612562,"2026-07-23 13:00:00",39,253.05,"$0.00","$0.00",118,"$0.25","$25.00",1
"GOLF","Showdown",5197033044,"PGA TOUR Showdown Satellite to NFL Best Ball $25 Millionaire (Late Round 1 TOUR) (3/3)",192612562,"2026-07-23 13:00:00",46,250.35,"$0.00","$0.00",118,"$0.25","$25.00",1
"GOLF","Showdown",5197025629,"PGA TOUR Showdown Satellite to NFL Best Ball $25 Millionaire (Late Round 1 TOUR) (1/3)",192612562,"2026-07-23 13:00:00",93,212.85,"$0.00","$0.00",118,"$0.25","$25.00",1
"MLB","Showdown Captain Mode",5197102884,"MLB Showdown SUPERSatellite to NFL 9-13 $5 Fantasy Football Millionaire [2x] (SD @ ATL) (2/3)",192652565,"2026-07-23 12:15:00",11,84.8,"$0.00","$0.00",64,"$0.10","$10.00",2
"MLB","Showdown Captain Mode",5197102849,"MLB Showdown SUPERSatellite to NFL 9-13 $5 Fantasy Football Millionaire [2x] (SD @ ATL) (1/3)",192652565,"2026-07-23 12:15:00",29,76.3,"$0.00","$0.00",64,"$0.10","$10.00",2
"MLB","Showdown Captain Mode",5197102885,"MLB Showdown SUPERSatellite to NFL 9-13 $5 Fantasy Football Millionaire [2x] (SD @ ATL) (3/3)",192652565,"2026-07-23 12:15:00",49,65.8,"$0.00","$0.00",64,"$0.10","$10.00",2
"MLB","Showdown Captain Mode",5197099398,"MLB Showdown SUPERSatellite to NFL 9-13 $5 Fantasy Football Millionaire [5x] (SD @ ATL) (1/3)",192652566,"2026-07-23 12:15:00",25,79.3,"$0.00","$0.00",65,"$0.25","$25.00",5
"MLB","Showdown Captain Mode",5197102827,"MLB Showdown SUPERSatellite to NFL 9-13 $5 Fantasy Football Millionaire [5x] (SD @ ATL) (3/3)",192652566,"2026-07-23 12:15:00",29,76.3,"$0.00","$0.00",65,"$0.25","$25.00",5
"MLB","Showdown Captain Mode",5197102817,"MLB Showdown SUPERSatellite to NFL 9-13 $5 Fantasy Football Millionaire [5x] (SD @ ATL) (2/3)",192652566,"2026-07-23 12:15:00",43,70.3,"$0.00","$0.00",65,"$0.25","$25.00",5
"MLB","Showdown Captain Mode",5197102770,"MLB Showdown SUPERSatellite to NFL 9-13 $5 Fantasy Football Millionaire [5x] (SD @ ATL)",192652567,"2026-07-23 12:15:00",3,89.8,"$0.00","$5.00",20,"$1.00","$25.00",5
"MLB","Classic",5196499200,"MLB Satellite to NFL Best Ball $25 Millionaire (3/3)",192591625,"2026-07-22 18:40:00",4,117.15,"$0.00","$0.00",118,"$0.25","$25.00",1
"MLB","Classic",5196490711,"MLB Satellite to NFL Best Ball $25 Millionaire (2/3)",192591625,"2026-07-22 18:40:00",65,77.85,"$0.00","$0.00",118,"$0.25","$25.00",1
"MLB","Classic",5196490710,"MLB Satellite to NFL Best Ball $25 Millionaire (1/3)",192591625,"2026-07-22 18:40:00",109,52.3,"$0.00","$0.00",118,"$0.25","$25.00",1
"MLB","Classic",5196251665,"MLB Satellite to NFL Best Ball $25 Millionaire (Early) (3/3)",192591459,"2026-07-22 13:05:00",6,131.95,"$0.00","$0.00",118,"$0.25","$25.00",1
