Entry ID,Contest Name,Contest ID,Entry Fee,P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions
5177626202,MLB Satellite to $15 Relay Throw,191756135,$0.10,43433708,43433712,43433872,43433847,43433891,43433851,43433769,43433734,43433884,43434109,,1. Column A lists all of your contest entries for this draftgroup
5177627200,MLB Satellite to $15 Relay Throw,191756135,$0.10,43433711,43433712,43434065,43433742,43433891,43433860,43433755,43434109,43433833,43433836,,2. Your current lineup is listed next to each entry (blank for reservations)
5177627201,MLB Satellite to $15 Relay Throw,191756135,$0.10,43433711,43433709,43434065,43433790,43433779,43433851,43433755,43433997,43433852,43433884,,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
5177627202,MLB Satellite to $15 Relay Throw,191756135,$0.10,43433708,43433711,43433872,43433847,43433779,43433860,43433755,43433852,43433813,43434109,,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
5177627203,MLB Satellite to $15 Relay Throw,191756135,$0.10,43433708,43433712,43434065,43433847,43433936,43433759,43433755,43433905,43433884,43433833,,5. For faster processing only include entries you are changing in the file you upload
5177619691,MLB Satellite to NFL Best Ball $25 Millionaire,191756143,$0.10,43433708,43433712,43433872,43433847,43433891,43433851,43433769,43433734,43433884,43434109,,
5177619692,MLB Satellite to NFL Best Ball $25 Millionaire,191756143,$0.10,43433708,43433709,43433858,43433847,43433779,43433860,43433870,43433833,43433836,43433824,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,,,,,1B/OF,Jake Bauers (43433765),Jake Bauers,43433765,1B/OF,4700,CHC@MIL 06/28/2026 02:10PM ET,MIL,8.68
,,,,,,,,,,,,,,,1B,Vladimir Guerrero Jr. (43433773),Vladimir Guerrero Jr.,43433773,1B,4600,TEX@TOR 06/28/2026 01:37PM ET,TOR,7.02
,,,,,,,,,,,,,,,2B,Travis Bazzana (43433774),Travis Bazzana,43433774,2B,4600,SEA@CLE 06/28/2026 01:40PM ET,CLE,8.5
,,,,,,,,,,,,,,,3B/SS,Colson Montgomery (43433775),Colson Montgomery,43433775,3B/SS,4600,KC@CWS 06/28/2026 02:10PM ET,CWS,7.83
,,,,,,,,,,,,,,,1B/OF,Ryan O'Hearn (43433771),Ryan O'Hearn,43433771,1B/OF,4600,CIN@PIT 06/28/2026 01:35PM ET,PIT,7.72
,,,,,,,,,,,,,,,C,William Contreras (43433777),William Contreras,43433777,C,4600,CHC@MIL 06/28/2026 02:10PM ET,MIL,8.12
,,,,,,,,,,,,,,,OF,Brandon Marsh (43433770),Brandon Marsh,43433770,OF,4600,PHI@NYM 06/28/2026 01:40PM ET,PHI,8.22
,,,,,,,,,,,,,,,SS,Corey Seager (43433782),Corey Seager,43433782,SS,4500,TEX@TOR 06/28/2026 01:37PM ET,TEX,7.16
,,,,,,,,,,,,,,,OF,Taylor Ward (43433781),Taylor Ward,43433781,OF,4500,WSH@BAL 06/28/2026 01:35PM ET,BAL,7.35
,,,,,,,,,,,,,,,1B,Josh Naylor (43433780),Josh Naylor,43433780,1B,4500,SEA@CLE 06/28/2026 01:40PM ET,SEA,7.18
,,,,,,,,,,,,,,,C,Cal Raleigh (43433783),Cal Raleigh,43433783,C,4500,SEA@CLE 06/28/2026 01:40PM ET,SEA,5.88
,,,,,,,,,,,,,,,3B/SS,Maikel Garcia (43434059),Maikel Garcia,43434059,3B/SS,4500,KC@CWS 06/28/2026 02:10PM ET,KC,6.84
,,,,,,,,,,,,,,,OF,Troy Johnston (43433778),Troy Johnston,43433778,OF,4500,COL@MIN 06/28/2026 02:10PM ET,COL,6.64
,,,,,,,,,,,,,,,3B,Nick Gonzales (43433784),Nick Gonzales,43433784,3B,4500,CIN@PIT 06/28/2026 01:35PM ET,PIT,6.79
,,,,,,,,,,,,,,,2B,JJ Wetherholt (43433779),JJ Wetherholt,43433779,2B,4500,MIA@STL 06/28/2026 02:15PM ET,STL,8.32
,,,,,,,,,,,,,,,C,Carter Jensen (43433787),Carter Jensen,43433787,C,4400,KC@CWS 06/28/2026 02:10PM ET,KC,6.83
,,,,,,,,,,,,,,,1B,Vinnie Pasquantino (43434061),Vinnie Pasquantino,43434061,1B,4400,KC@CWS 06/28/2026 02:10PM ET,KC,6.53
,,,,,,,,,,,,,,,OF,Mickey Moniak (43433786),Mickey Moniak,43433786,OF,4400,COL@MIN 06/28/2026 02:10PM ET,COL,7.90
,,,,,,,,,,,,,,,1B,Alec Burleson (43433790),Alec Burleson,43433790,1B,4400,MIA@STL 06/28/2026 02:15PM ET,STL,8.52
,,,,,,,,,,,,,,,OF,Seiya Suzuki (43433785),Seiya Suzuki,43433785,OF,4400,CHC@MIL 06/28/2026 02:10PM ET,CHC,7.76
,,,,,,,,,,,,,,,3B/SS,Bo Bichette (43433788),Bo Bichette,43433788,3B/SS,4400,PHI@NYM 06/28/2026 01:40PM ET,NYM,7.07
,,,,,,,,,,,,,,,OF,Wyatt Langford (43433792),Wyatt Langford,43433792,OF,4300,TEX@TOR 06/28/2026 01:37PM ET,TEX,8.88
,,,,,,,,,,,,,,,3B,Josh Jung (43433795),Josh Jung,43433795,3B,4300,TEX@TOR 06/28/2026 01:37PM ET,TEX,7.22
,,,,,,,,,,,,,,,SS,Otto Lopez (43433794),Otto Lopez,43433794,SS,4300,MIA@STL 06/28/2026 02:15PM ET,MIA,8.80
,,,,,,,,,,,,,,,OF,Ian Happ (43433791),Ian Happ,43433791,OF,4300,CHC@MIL 06/28/2026 02:10PM ET,CHC,8.48
,,,,,,,,,,,,,,,C,Gary Sanchez (43433793),Gary Sanchez,43433793,C,4300,CHC@MIL 06/28/2026 02:10PM ET,MIL,6.02
,,,,,,,,,,,,,,,1B,Michael Busch (43433796),Michael Busch,43433796,1B,4300,CHC@MIL 06/28/2026 02:10PM ET,CHC,7.42
,,,,,,,,,,,,,,,OF,Riley Greene (43433803),Riley Greene,43433803,OF,4200,HOU@DET 06/28/2026 01:40PM ET,DET,7.26
,,,,,,,,,,,,,,,1B,Jonathan Aranda (43433802),Jonathan Aranda,43433802,1B,4200,ARI@TB 06/28/2026 01:40PM ET,TB,8.46
,,,,,,,,,,,,,,,OF,Kody Clemens (43433797),Kody Clemens,43433797,OF,4200,COL@MIN 06/28/2026 02:10PM ET,MIN,7.23
,,,,,,,,,,,,,,,2B/3B,Willi Castro (43433799),Willi Castro,43433799,2B/3B,4200,COL@MIN 06/28/2026 02:10PM ET,COL,7.03
,,,,,,,,,,,,,,,1B,Spencer Horwitz (43434062),Spencer Horwitz,43434062,1B,4200,CIN@PIT 06/28/2026 01:35PM ET,PIT,7.26
,,,,,,,,,,,,,,,C,Ivan Herrera (43433798),Ivan Herrera,43433798,C,4200,MIA@STL 06/28/2026 02:15PM ET,STL,8.31
,,,,,,,,,,,,,,,SS,Francisco Lindor (43433801),Francisco Lindor,43433801,SS,4200,PHI@NYM 06/28/2026 01:40PM ET,NYM,6.74
,,,,,,,,,,,,,,,OF,Daylen Lile (43433809),Daylen Lile,43433809,OF,4100,WSH@BAL 06/28/2026 01:35PM ET,WSH,7.40
,,,,,,,,,,,,,,,2B,Gleyber Torres (43434063),Gleyber Torres,43434063,2B,4100,HOU@DET 06/28/2026 01:40PM ET,DET,7.49
,,,,,,,,,,,,,,,OF,Angel Martinez (43434064),Angel Martinez,43434064,OF,4100,SEA@CLE 06/28/2026 01:40PM ET,CLE,6.92
,,,,,,,,,,,,,,,1B,TJ Rumfield (43433805),TJ Rumfield,43433805,1B,4100,COL@MIN 06/28/2026 02:10PM ET,COL,7.76
,,,,,,,,,,,,,,,1B/OF,Spencer Steer (43433806),Spencer Steer,43433806,1B/OF,4100,CIN@PIT 06/28/2026 01:35PM ET,CIN,7.13
,,,,,,,,,,,,,,,C,Endy Rodriguez (43433808),Endy Rodriguez,43433808,C,4100,CIN@PIT 06/28/2026 01:35PM ET,PIT,6.27
,,,,,,,,,,,,,,,2B,Xavier Edwards (43433804),Xavier Edwards,43433804,2B,4100,MIA@STL 06/28/2026 02:15PM ET,MIA,7.78
,,,,,,,,,,,,,,,RP,Chad Dallas (43434482),Chad Dallas,43434482,P,4000,TEX@TOR 06/28/2026 01:37PM ET,TOR,11.85
,,,,,,,,,,,,,,,SP,Jake Bloss (43434487),Jake Bloss,43434487,P,4000,TEX@TOR 06/28/2026 01:37PM ET,TOR,0
,,,,,,,,,,,,,,,SP,Ricky Tiedemann (43434488),Ricky Tiedemann,43434488,P,4000,TEX@TOR 06/28/2026 01:37PM ET,TOR,0
,,,,,,,,,,,,,,,RP,Chase Lee (43434524),Chase Lee,43434524,P,4000,TEX@TOR 06/28/2026 01:37PM ET,TOR,-0.03
,,,,,,,,,,,,,,,RP,Tommy Nance (43434528),Tommy Nance,43434528,P,4000,TEX@TOR 06/28/2026 01:37PM ET,TOR,2.98
,,,,,,,,,,,,,,,RP,Joe Ross (43434531),Joe Ross,43434531,P,4000,TEX@TOR 06/28/2026 01:37PM ET,TEX,0.38
,,,,,,,,,,,,,,,RP,Robby Ahlstrom (43434532),Robby Ahlstrom,43434532,P,4000,TEX@TOR 06/28/2026 01:37PM ET,TEX,1.83
,,,,,,,,,,,,,,,RP,Jalen Beeks (43434534),Jalen Beeks,43434534,P,4000,TEX@TOR 06/28/2026 01:37PM ET,TEX,2.24
,,,,,,,,,,,,,,,RP,Cole Winn (43434549),Cole Winn,43434549,P,4000,TEX@TOR 06/28/2026 01:37PM ET,TEX,2.06
,,,,,,,,,,,,,,,RP,Tyler Rogers (43434580),Tyler Rogers,43434580,P,4000,TEX@TOR 06/28/2026 01:37PM ET,TOR,2.17
,,,,,,,,,,,,,,,RP,Brendon Little (43434582),Brendon Little,43434582,P,4000,TEX@TOR 06/28/2026 01:37PM ET,TOR,-2.38
,,,,,,,,,,,,,,,RP,Yimi Garcia (43434614),Yimi Garcia,43434614,P,4000,TEX@TOR 06/28/2026 01:37PM ET,TOR,0
,,,,,,,,,,,,,,,RP,Tyler Alexander (43434634),Tyler Alexander,43434634,P,4000,TEX@TOR 06/28/2026 01:37PM ET,TEX,2.44
,,,,,,,,,,,,,,,RP,Gavin Collyer (43434643),Gavin Collyer,43434643,P,4000,TEX@TOR 06/28/2026 01:37PM ET,TEX,2.27
,,,,,,,,,,,,,,,RP,Chris Martin (43434648),Chris Martin,43434648,P,4000,TEX@TOR 06/28/2026 01:37PM ET,TEX,0.89
,,,,,,,,,,,,,,,RP,Carter Baumler (43434663),Carter Baumler,43434663,P,4000,TEX@TOR 06/28/2026 01:37PM ET,TEX,3.54
,,,,,,,,,,,,,,,RP,Joe Mantiply (43434706),Joe Mantiply,43434706,P,4000,TEX@TOR 06/28/2026 01:37PM ET,TOR,3.24
,,,,,,,,,,,,,,,RP,Robert Garcia (43434712),Robert Garcia,43434712,P,4000,TEX@TOR 06/28/2026 01:37PM ET,TEX,1.87
,,,,,,,,,,,,,,,RP,Jakob Junis (43434727),Jakob Junis,43434727,P,4000,TEX@TOR 06/28/2026 01:37PM ET,TEX,3.04
,,,,,,,,,,,,,,,RP,Louis Varland (43434741),Louis Varland,43434741,P,4000,TEX@TOR 06/28/2026 01:37PM ET,TOR,4.97
,,,,,,,,,,,,,,,RP,Peyton Gray (43434742),Peyton Gray,43434742,P,4000,TEX@TOR 06/28/2026 01:37PM ET,TEX,4.85
,,,,,,,,,,,,,,,RP,Braydon Fisher (43434748),Braydon Fisher,43434748,P,4000,TEX@TOR 06/28/2026 01:37PM ET,TOR,3.17
,,,,,,,,,,,,,,,RP,Lazaro Estrada (43434755),Lazaro Estrada,43434755,P,4000,TEX@TOR 06/28/2026 01:37PM ET,TOR,6.62
,,,,,,,,,,,,,,,RP,Jeff Hoffman (43434759),Jeff Hoffman,43434759,P,4000,TEX@TOR 06/28/2026 01:37PM ET,TOR,3.72
,,,,,,,,,,,,,,,RP,Luis Curvelo (43434771),Luis Curvelo,43434771,P,4000,TEX@TOR 06/28/2026 01:37PM ET,TEX,0.39
,,,,,,,,,,,,,,,RP,Cameron Weston (43434506),Cameron Weston,43434506,P,4000,WSH@BAL 06/28/2026 01:35PM ET,BAL,3.65
,,,,,,,,,,,,,,,RP,Anthony Nunez (43434516),Anthony Nunez,43434516,P,4000,WSH@BAL 06/28/2026 01:35PM ET,BAL,2.93
,,,,,,,,,,,,,,,RP,Rico Garcia (43434525),Rico Garcia,43434525,P,4000,WSH@BAL 06/28/2026 01:35PM ET,BAL,3.46
,,,,,,,,,,,,,,,RP,Richard Lovelady (43434529),Richard Lovelady,43434529,P,4000,WSH@BAL 06/28/2026 01:35PM ET,WSH,2.15
,,,,,,,,,,,,,,,RP,Andre Granillo (43434535),Andre Granillo,43434535,P,4000,WSH@BAL 06/28/2026 01:35PM ET,WSH,-0.78
,,,,,,,,,,,,,,,RP,Kyle Nicolas (43434547),Kyle Nicolas,43434547,P,4000,WSH@BAL 06/28/2026 01:35PM ET,BAL,1.13
,,,,,,,,,,,,,,,RP,Felix Bautista (43434560),Felix Bautista,43434560,P,4000,WSH@BAL 06/28/2026 01:35PM ET,BAL,0
,,,,,,,,,,,,,,,RP,Julian Fernandez (43434566),Julian Fernandez,43434566,P,4000,WSH@BAL 06/28/2026 01:35PM ET,WSH,1.8
,,,,,,,,,,,,,,,RP,Cameron Foster (43434572),Cameron Foster,43434572,P,4000,WSH@BAL 06/28/2026 01:35PM ET,BAL,0.88
,,,,,,,,,,,,,,,RP,Yennier Cano (43434598),Yennier Cano,43434598,P,4000,WSH@BAL 06/28/2026 01:35PM ET,BAL,2.54
,,,,,,,,,,,,,,,RP,Yaramil Hiraldo (43434611),Yaramil Hiraldo,43434611,P,4000,WSH@BAL 06/28/2026 01:35PM ET,BAL,-1.48
,,,,,,,,,,,,,,,RP,Nick Raquet (43434641),Nick Raquet,43434641,P,4000,WSH@BAL 06/28/2026 01:35PM ET,BAL,-0.53
,,,,,,,,,,,,,,,SP,Ken Waldichuk (43434649),Ken Waldichuk,43434649,P,4000,WSH@BAL 06/28/2026 01:35PM ET,WSH,2.8
,,,,,,,,,,,,,,,RP,Zak Kent (43434662),Zak Kent,43434662,P,4000,WSH@BAL 06/28/2026 01:35PM ET,WSH,2.81
,,,,,,,,,,,,,,,RP,Colin Selby (43434670),Colin Selby,43434670,P,4000,WSH@BAL 06/28/2026 01:35PM ET,BAL,0
,,,,,,,,,,,,,,,RP,Gus Varland (43434681),Gus Varland,43434681,P,4000,WSH@BAL 06/28/2026 01:35PM ET,WSH,1.80
,,,,,,,,,,,,,,,RP,Justin Lawrence (43434687),Justin Lawrence,43434687,P,4000,WSH@BAL 06/28/2026 01:35PM ET,WSH,1.70
,,,,,,,,,,,,,,,RP,Clayton Beeter (43434701),Clayton Beeter,43434701,P,4000,WSH@BAL 06/28/2026 01:35PM ET,WSH,3.44
,,,,,,,,,,,,,,,RP,Riley Cornelio (43434703),Riley Cornelio,43434703,P,4000,WSH@BAL 06/28/2026 01:35PM ET,WSH,1.72
,,,,,,,,,,,,,,,RP,Grant Wolfram (43434711),Grant Wolfram,43434711,P,4000,WSH@BAL 06/28/2026 01:35PM ET,BAL,2.51
,,,,,,,,,,,,,,,RP,Paxton Schultz (43434720),Paxton Schultz,43434720,P,4000,WSH@BAL 06/28/2026 01:35PM ET,WSH,2.6
,,,,,,,,,,,,,,,RP,Josh Walker (43434722),Josh Walker,43434722,P,4000,WSH@BAL 06/28/2026 01:35PM ET,BAL,4
,,,,,,,,,,,,,,,RP,Orlando Ribalta (43434725),Orlando Ribalta,43434725,P,4000,WSH@BAL 06/28/2026 01:35PM ET,WSH,2.09
,,,,,,,,,,,,,,,RP,Cole Henry (43434746),Cole Henry,43434746,P,4000,WSH@BAL 06/28/2026 01:35PM ET,WSH,2.32
,,,,,,,,,,,,,,,RP,Andrew Kittredge (43434749),Andrew Kittredge,43434749,P,4000,WSH@BAL 06/28/2026 01:35PM ET,BAL,1.71
,,,,,,,,,,,,,,,RP,Ryan Helsley (43434757),Ryan Helsley,43434757,P,4000,WSH@BAL 06/28/2026 01:35PM ET,BAL,2.9
,,,,,,,,,,,,,,,RP,PJ Poulin (43434769),PJ Poulin,43434769,P,4000,WSH@BAL 06/28/2026 01:35PM ET,WSH,2.57
,,,,,,,,,,,,,,,1B,Christian Walker (43433810),Christian Walker,43433810,1B,4000,HOU@DET 06/28/2026 01:40PM ET,HOU,7.78
,,,,,,,,,,,,,,,SP,Miguel Ullola (43434494),Miguel Ullola,43434494,P,4000,HOU@DET 06/28/2026 01:40PM ET,HOU,0
,,,,,,,,,,,,,,,SP,Jake Miller (43434502),Jake Miller,43434502,P,4000,HOU@DET 06/28/2026 01:40PM ET,DET,0
,,,,,,,,,,,,,,,RP,Logan VanWey (43434523),Logan VanWey,43434523,P,4000,HOU@DET 06/28/2026 01:40PM ET,HOU,4.5
,,,,,,,,,,,,,,,RP,Tyler Holton (43434542),Tyler Holton,43434542,P,4000,HOU@DET 06/28/2026 01:40PM ET,DET,2.67
,,,,,,,,,,,,,,,RP,Alimber Santa (43434544),Alimber Santa,43434544,P,4000,HOU@DET 06/28/2026 01:40PM ET,HOU,4.56
,,,,,,,,,,,,,,,RP,Beau Brieske (43434552),Beau Brieske,43434552,P,4000,HOU@DET 06/28/2026 01:40PM ET,DET,-0.06
,,,,,,,,,,,,,,,RP,Brenan Hanifee (43434586),Brenan Hanifee,43434586,P,4000,HOU@DET 06/28/2026 01:40PM ET,DET,1.48
,,,,,,,,,,,,,,,RP,Bailey Horn (43434587),Bailey Horn,43434587,P,4000,HOU@DET 06/28/2026 01:40PM ET,DET,0
,,,,,,,,,,,,,,,RP,Will Vest (43434595),Will Vest,43434595,P,4000,HOU@DET 06/28/2026 01:40PM ET,DET,2.44
,,,,,,,,,,,,,,,RP,Steven Okert (43434599),Steven Okert,43434599,P,4000,HOU@DET 06/28/2026 01:40PM ET,HOU,3.07
,,,,,,,,,,,,,,,RP,Nate Pearson (43434613),Nate Pearson,43434613,P,4000,HOU@DET 06/28/2026 01:40PM ET,HOU,3.73
,,,,,,,,,,,,,,,RP,Bennett Sousa (43434621),Bennett Sousa,43434621,P,4000,HOU@DET 06/28/2026 01:40PM ET,HOU,0.94
,,,,,,,,,,,,,,,RP,Enmanuel De Jesus (43434622),Enmanuel De Jesus,43434622,P,4000,HOU@DET 06/28/2026 01:40PM ET,DET,4.06
,,,,,,,,,,,,,,,RP,Josh Hader (43434627),Josh Hader,43434627,P,4000,HOU@DET 06/28/2026 01:40PM ET,HOU,5.30
,,,,,,,,,,,,,,,RP,Ricky Vanasco (43434631),Ricky Vanasco,43434631,P,4000,HOU@DET 06/28/2026 01:40PM ET,DET,-2.35
,,,,,,,,,,,,,,,RP,Kyle Finnegan (43434635),Kyle Finnegan,43434635,P,4000,HOU@DET 06/28/2026 01:40PM ET,DET,2.74
,,,,,,,,,,,,,,,RP,Drew Sommers (43434639),Drew Sommers,43434639,P,4000,HOU@DET 06/28/2026 01:40PM ET,DET,2.81
,,,,,,,,,,,,,,,RP,Bryan King (43434644),Bryan King,43434644,P,4000,HOU@DET 06/28/2026 01:40PM ET,HOU,2.86
,,,,,,,,,,,,,,,RP,Burch Smith (43434652),Burch Smith,43434652,P,4000,HOU@DET 06/28/2026 01:40PM ET,DET,3.94
,,,,,,,,,,,,,,,RP,Enyel De Los Santos (43434708),Enyel De Los Santos,43434708,P,4000,HOU@DET 06/28/2026 01:40PM ET,HOU,2.35
,,,,,,,,,,,,,,,RP,Bryan Abreu (43434718),Bryan Abreu,43434718,P,4000,HOU@DET 06/28/2026 01:40PM ET,HOU,2.33
,,,,,,,,,,,,,,,RP,Kenley Jansen (43434762),Kenley Jansen,43434762,P,4000,HOU@DET 06/28/2026 01:40PM ET,DET,2.71
,,,,,,,,,,,,,,,RP,Jacob Waguespack (43434763),Jacob Waguespack,43434763,P,4000,HOU@DET 06/28/2026 01:40PM ET,DET,3.51
,,,,,,,,,,,,,,,RP,Brant Hurter (43434767),Brant Hurter,43434767,P,4000,HOU@DET 06/28/2026 01:40PM ET,DET,3.63
,,,,,,,,,,,,,,,C,Gabriel Moreno (43433814),Gabriel Moreno,43433814,C,4000,ARI@TB 06/28/2026 01:40PM ET,ARI,7.29
,,,,,,,,,,,,,,,SS,Geraldo Perdomo (43433815),Geraldo Perdomo,43433815,SS,4000,ARI@TB 06/28/2026 01:40PM ET,ARI,7.06
,,,,,,,,,,,,,,,RP,Alex Cook (43434484),Alex Cook,43434484,P,4000,ARI@TB 06/28/2026 01:40PM ET,TB,0
,,,,,,,,,,,,,,,RP,Blake Walston (43434486),Blake Walston,43434486,P,4000,ARI@TB 06/28/2026 01:40PM ET,ARI,0
,,,,,,,,,,,,,,,RP,Michael Grove (43434491),Michael Grove,43434491,P,4000,ARI@TB 06/28/2026 01:40PM ET,TB,18.15
,,,,,,,,,,,,,,,RP,Jon Heasley (43434510),Jon Heasley,43434510,P,4000,ARI@TB 06/28/2026 01:40PM ET,TB,-1.8
,,,,,,,,,,,,,,,RP,Garrett Cleavinger (43434515),Garrett Cleavinger,43434515,P,4000,ARI@TB 06/28/2026 01:40PM ET,TB,3.13
,,,,,,,,,,,,,,,RP,Paul Sewald (43434521),Paul Sewald,43434521,P,4000,ARI@TB 06/28/2026 01:40PM ET,ARI,3.05
,,,,,,,,,,,,,,,RP,Hunter Bigge (43434533),Hunter Bigge,43434533,P,4000,ARI@TB 06/28/2026 01:40PM ET,TB,1.59
,,,,,,,,,,,,,,,RP,Cole Sulser (43434554),Cole Sulser,43434554,P,4000,ARI@TB 06/28/2026 01:40PM ET,TB,2.73
,,,,,,,,,,,,,,,RP,Trevor Martin (43434573),Trevor Martin,43434573,P,4000,ARI@TB 06/28/2026 01:40PM ET,TB,2.77
,,,,,,,,,,,,,,,RP,Kevin Kelly (43434576),Kevin Kelly,43434576,P,4000,ARI@TB 06/28/2026 01:40PM ET,TB,3.28
,,,,,,,,,,,,,,,RP,Edwin Uceta (43434577),Edwin Uceta,43434577,P,4000,ARI@TB 06/28/2026 01:40PM ET,TB,0
,,,,,,,,,,,,,,,RP,Casey Legumina (43434584),Casey Legumina,43434584,P,4000,ARI@TB 06/28/2026 01:40PM ET,TB,3.09
,,,,,,,,,,,,,,,RP,Jonathan Loaisiga (43434592),Jonathan Loaisiga,43434592,P,4000,ARI@TB 06/28/2026 01:40PM ET,ARI,2.23
,,,,,,,,,,,,,,,RP,Chase Solesky (43434600),Chase Solesky,43434600,P,4000,ARI@TB 06/28/2026 01:40PM ET,TB,6.55
,,,,,,,,,,,,,,,RP,Taylor Clarke (43434601),Taylor Clarke,43434601,P,4000,ARI@TB 06/28/2026 01:40PM ET,ARI,2.55
,,,,,,,,,,,,,,,RP,Juan Morillo (43434607),Juan Morillo,43434607,P,4000,ARI@TB 06/28/2026 01:40PM ET,ARI,3.38
,,,,,,,,,,,,,,,RP,Craig Kimbrel (43434616),Craig Kimbrel,43434616,P,4000,ARI@TB 06/28/2026 01:40PM ET,TB,2.13
,,,,,,,,,,,,,,,RP,Chris Roycroft (43434617),Chris Roycroft,43434617,P,4000,ARI@TB 06/28/2026 01:40PM ET,TB,-1.6
,,,,,,,,,,,,,,,RP,Kevin Ginkel (43434618),Kevin Ginkel,43434618,P,4000,ARI@TB 06/28/2026 01:40PM ET,ARI,3.27
,,,,,,,,,,,,,,,RP,Manuel Rodriguez (43434623),Manuel Rodriguez,43434623,P,4000,ARI@TB 06/28/2026 01:40PM ET,TB,0
,,,,,,,,,,,,,,,RP,Andrew Saalfrank (43434636),Andrew Saalfrank,43434636,P,4000,ARI@TB 06/28/2026 01:40PM ET,ARI,0
,,,,,,,,,,,,,,,RP,Brandyn Garcia (43434664),Brandyn Garcia,43434664,P,4000,ARI@TB 06/28/2026 01:40PM ET,ARI,2.75
,,,,,,,,,,,,,,,RP,John Curtiss (43434673),John Curtiss,43434673,P,4000,ARI@TB 06/28/2026 01:40PM ET,ARI,0
,,,,,,,,,,,,,,,RP,Drey Jameson (43434675),Drey Jameson,43434675,P,4000,ARI@TB 06/28/2026 01:40PM ET,ARI,2.68
,,,,,,,,,,,,,,,RP,Andrew Hoffmann (43434682),Andrew Hoffmann,43434682,P,4000,ARI@TB 06/28/2026 01:40PM ET,ARI,2.08
,,,,,,,,,,,,,,,RP,A.J. Puk (43434693),A.J. Puk,43434693,P,4000,ARI@TB 06/28/2026 01:40PM ET,ARI,0
,,,,,,,,,,,,,,,RP,Juan Burgos (43434700),Juan Burgos,43434700,P,4000,ARI@TB 06/28/2026 01:40PM ET,ARI,-0.2
,,,,,,,,,,,,,,,RP,Kade Strowd (43434705),Kade Strowd,43434705,P,4000,ARI@TB 06/28/2026 01:40PM ET,ARI,-0.15
,,,,,,,,,,,,,,,RP,Philip Abner (43434707),Philip Abner,43434707,P,4000,ARI@TB 06/28/2026 01:40PM ET,ARI,0.55
,,,,,,,,,,,,,,,RP,Cam Booser (43434724),Cam Booser,43434724,P,4000,ARI@TB 06/28/2026 01:40PM ET,TB,3.73
,,,,,,,,,,,,,,,RP,Justin Martinez (43434731),Justin Martinez,43434731,P,4000,ARI@TB 06/28/2026 01:40PM ET,ARI,0
,,,,,,,,,,,,,,,RP,Bryan Baker (43434743),Bryan Baker,43434743,P,4000,ARI@TB 06/28/2026 01:40PM ET,TB,3.39
,,,,,,,,,,,,,,,RP,Ryan Thompson (43434764),Ryan Thompson,43434764,P,4000,ARI@TB 06/28/2026 01:40PM ET,ARI,2.40
,,,,,,,,,,,,,,,RP,Robinson Ortiz (43434480),Robinson Ortiz,43434480,P,4000,SEA@CLE 06/28/2026 01:40PM ET,SEA,0
,,,,,,,,,,,,,,,SP,Austin Peterson (43434481),Austin Peterson,43434481,P,4000,SEA@CLE 06/28/2026 01:40PM ET,CLE,0
,,,,,,,,,,,,,,,RP,Yorman Gomez (43434489),Yorman Gomez,43434489,P,4000,SEA@CLE 06/28/2026 01:40PM ET,CLE,0
,,,,,,,,,,,,,,,RP,Cade Smith (43434519),Cade Smith,43434519,P,4000,SEA@CLE 06/28/2026 01:40PM ET,CLE,4.31
,,,,,,,,,,,,,,,RP,Troy Taylor (43434537),Troy Taylor,43434537,P,4000,SEA@CLE 06/28/2026 01:40PM ET,SEA,0
,,,,,,,,,,,,,,,RP,Tim Herrin (43434546),Tim Herrin,43434546,P,4000,SEA@CLE 06/28/2026 01:40PM ET,CLE,1.84
,,,,,,,,,,,,,,,RP,Cole Wilcox (43434551),Cole Wilcox,43434551,P,4000,SEA@CLE 06/28/2026 01:40PM ET,SEA,2.31
,,,,,,,,,,,,,,,RP,Codi Heuer (43434559),Codi Heuer,43434559,P,4000,SEA@CLE 06/28/2026 01:40PM ET,CLE,1.49
,,,,,,,,,,,,,,,RP,Josh Simpson (43434565),Josh Simpson,43434565,P,4000,SEA@CLE 06/28/2026 01:40PM ET,SEA,1.82
,,,,,,,,,,,,,,,RP,Matt Brash (43434571),Matt Brash,43434571,P,4000,SEA@CLE 06/28/2026 01:40PM ET,SEA,3.36
,,,,,,,,,,,,,,,RP,Colin Holderman (43434581),Colin Holderman,43434581,P,4000,SEA@CLE 06/28/2026 01:40PM ET,CLE,4.34
,,,,,,,,,,,,,,,RP,Franco Aleman (43434591),Franco Aleman,43434591,P,4000,SEA@CLE 06/28/2026 01:40PM ET,CLE,1.8
,,,,,,,,,,,,,,,RP,Hunter Gaddis (43434597),Hunter Gaddis,43434597,P,4000,SEA@CLE 06/28/2026 01:40PM ET,CLE,2.08
,,,,,,,,,,,,,,,RP,Nick Davila (43434633),Nick Davila,43434633,P,4000,SEA@CLE 06/28/2026 01:40PM ET,SEA,2.21
,,,,,,,,,,,,,,,RP,Michael Rucker (43434645),Michael Rucker,43434645,P,4000,SEA@CLE 06/28/2026 01:40PM ET,SEA,5.58
